,movie_id,batch_id,majority_answer,text,movie_name
4957,Pulp_1,3380820317,0,Forget it. It's too risky. I'm through doing that shit.,Pulp_Fiction
4958,Pulp_2,3380820317,0,You always say that. The same thing every time.,Pulp_Fiction
4959,Pulp_3_4,3380820317,0,"""I'm through, never again, too dangerous."" I know that's what I always say. I'm always right too.",Pulp_Fiction
4960,Pulp_5,3380820317,0,-You forget about it in a day or two. -The days of me forgetting are over.,Pulp_Fiction
4961,Pulp_6,3380820317,0,The days of me remembering have just begun.,Pulp_Fiction
4962,Pulp_7,3380820317,0,"You know, when you go on like this, what you sound like?",Pulp_Fiction
4963,Pulp_8,3380820317,1,-I sound like a sensible fuckin' man. -You sound like a duck.,Pulp_Fiction
4964,Pulp_9,3380820317,0,"-Quack, quack, quack. -Take heart, 'cause you're never gonna have to hear it again.",Pulp_Fiction
4965,Pulp_10,3380820317,0,"Since I'm never gonna do it again, you're never gonna have to hear me quack.",Pulp_Fiction
4966,Pulp_11,3380820317,0,-After tonight? -Correct. I got all tonight to quack.,Pulp_Fiction
4967,Pulp_12,3380820317,0,"-Can I get anyone more coffee? -Oh, yes!",Pulp_Fiction
4968,Pulp_13,3380820317,0,-Thank you. -You're welcome.,Pulp_Fiction
4969,Pulp_14_15,3380820317,0,"I mean, the way it is now, you're takin' the same risk as when you rob a bank.",Pulp_Fiction
4970,Pulp_16,3380820317,0,Takin' more of a risk. Banks are easier.,Pulp_Fiction
4971,Pulp_17,3380820317,0,Federal banks ain't supposed to stop you in any way during a robbery.,Pulp_Fiction
4972,Pulp_18,3380820317,0,They're insured. Why should they give a fuck? I don't even need a gun in a federal bank.,Pulp_Fiction
4973,Pulp_19,3380820317,0,"Heard about this one bloke, he walks into a bank with a portable phone.",Pulp_Fiction
4974,Pulp_20_21_22,3380820317,0,"He gives the phone to a teller. The bloke on the other end says, ""We got this guy's little girl. If you don't give him all your money, we're gonna kill her."" -Did it work? -Fuckin' right it worked. That's what I'm talkin' about.",Pulp_Fiction
4975,Pulp_23,3380820317,1,"Knucklehead walks into a bank with a telephone, not a pistol, not a shotgun, a fuckin' phone.",Pulp_Fiction
4976,Pulp_24,3380820317,1,-Cleans the place out. They don't lift a fuckin' finger. -Did they hurt the little girl?,Pulp_Fiction
4977,Pulp_25,3380820317,0,There probably never was a little girl. The point of the story isn't a little girl.,Pulp_Fiction
4978,Pulp_26,3380820317,0,The point of the story is they robbed a bank with a telephone.,Pulp_Fiction
4979,Pulp_27,3380820317,0,-You want to rob banks? -I'm not saying I wanna rob banks.,Pulp_Fiction
4980,Pulp_28,3380820317,0,"I'm illustrating if we did, it'd be easier than what we've been doing.",Pulp_Fiction
